id;title;age_range;area;subarea;location;prep_min;duration_min;materials;short_goal;setup;adult_role;easier;harder;observe;montessori_link;personality_link;source_ids;source_urls;evidence_tags
A206;Segítségkérés elfogadható mondattal;2-3 év;Nyelv és személyiség;kommunikáció, frusztráció;benti;0;3;nincs külön eszköz;A követelőzés helyett hallható, érthető segítségkérés gyakorlása.;Amikor azt mondja: „csináld te!”, nyugodtan mondd: „Megmutatom, hogyan kérheted: segítesz elkezdeni?” Majd adj minimális kezdőlökést.;"Ne szégyenítsd; adj használható nyelvi mintát.";Egy mondat: „Segíts kérlek.”;Két lehetőség: kezdő segítség vagy együtt csinálás.;Csökken-e a követelőzés, ha van kész mondata?;Felnőtt mint nyelvi és érzelmi guide.;Önszabályozás és kommunikációs kompetencia.;"SIMONE_CHILD;SIMONE_TODDLER";;"nyelv; frusztráció; segítség"
A207;Családi beszélgetőkör vacsoránál;3-4 év;Társas készségek;grace and courtesy, családi kultúra;benti;0;10;vacsoraasztal, esetleg beszélgetőkártya;Társalgási szabályok, várakozás, meghallgatás és családi kultúra.;Vacsoránál körben mindenki mond egy dolgot a napjáról. A gyerek is választhat, hogy beszél vagy passzol.;Rövid legyen, ne kikérdezés.;Csak egy kérdés: „mi volt ma jó?”;Két kör: jó volt / nehéz volt.;Vár-e sorra, reagál-e mások mondatára?;Grace and courtesy mindennapi helyzetben.;Tartozás, társas önszabályozás.;SIMONE_CHILD;;"társas; családi kultúra; beszéd"
A208;Családi házimunka-választó két opcióval;3-4 év;Gyakorlati élet;felelősség, választás;benti;5;10;képes kártyák: terítés, törlés, viráglocsolás;Valódi hozzájárulás és választás keretek között.;Tegyél ki két házimunka-kártyát, amelyek valóban hasznosak. Ő választ egyet, majd együtt elindítjátok.;"A választás ne legyen túl sok; a munka legyen valódi.";Egy fix feladat naponta.;Heti ritmus: hétfő növény, kedd terítés.;Szívesebben működik-e együtt, ha ő választ?;Practical life és felelősség.;Autonómia és családi tagság.;"SIMONE_CHILD;SELF_DETERMINATION";;"felelősség; választás; practical life"
A209;Érdeklődésből projektpolc;3-4 év;Kíváncsiság és tanulás;follow the child, projekt;benti;15;20;kis polc/kosár, könyv, tárgyak, képek egy témában;Mélységi érdeklődés támogatása, nem új ingerek halmozása.;Ha hetekig érdekli például a vonat, csiga vagy építkezés, készíts kis projektpolcot: 1 könyv, 2-3 tárgy, kép, rajzolós lap.;"Ne csinálj belőle órát; hagyd, hogy visszatérjen.";Csak könyv + egy tárgy.;Kis booklet vagy kirándulás a témához.;Meddig tér vissza, milyen kérdéseket tesz fel?;Follow the child, érdeklődésből épülő tanulás.;Kíváncsiság, koncentráció, önirányítás.;"SIMONE_CHILD;GUIDED_PLAY_META";;"kíváncsiság; projekt; Montessori"
A210;Napirend nagy blokkokkal;3-4 év;Rend és EF;ritmus, időérzék, kontroll;benti;10;5;3-5 képes napirend-kártya;Kiszámíthatóság és kontrollérzés támogatása merev menetrend nélkül.;Reggel nézzétek át a nagy blokkokat: otthon, kint, ebéd, pihenés, vendégség. Ha változik a terv, mutasd meg és mondd el előre.;A ritmus rugalmas legyen, nem katonás menetrend.;Csak mai két nagy esemény.;Gyerek tehet javaslatot a szabad blokkra.;Kevesebb-e az átmeneti ellenállás?;Rend, előkészített pszichológiai környezet.;Kontrollérzés, átmenetek biztonsága.;"SIMONE_CHILD;SIMONE_TODDLER;DIAMOND_EF";;"ritmus; EF; autonómia"
A211;Problémamegoldó rajz: mi legyen most?;3-4 év;Személyiség és EF;konfliktus, tervezés;benti;2;10;papír, ceruza;Közös problémamegoldás vizuális támogatással.;Konfliktus után rajzoljátok le egyszerűen a helyzetet és két megoldást. A gyerek választhat, melyiket próbáljátok.;Csak nyugodt állapotban használd, ne a tantrum közepén.;Te rajzolsz két opciót.;Ő rajzol megoldási ötletet.;Képes-e választani megoldást, ha vizuálisan látja?;"Felnőtt mint guide, nem parancsnok; közös megoldás.";Végrehajtó funkció, önhatékonyság.;"SIMONE_CHILD;DIAMOND_EF";;"problémamegoldás; EF; érzelem"
A212;Szezonális ritmusasztal egyszerűen;3-4 év;Szenzoros és természet;évszak, megfigyelés, rend;benti;10;10;kis tálca, évszakhoz kapcsolódó természetes tárgyak;Évszakok, megfigyelés és családi ritmus támogatása.;Gyűjtsetek 2-3 évszakhoz kapcsolódó tárgyat: levél, gesztenye, virág, kavics. Tegyétek egy kis tálcára, időnként cseréljétek.;Legyen egyszerű és rendezett, ne dekorációs túlterhelés.;Egy tárgy megfigyelése.;Rajz vagy fénykép hozzáadása.;Észrevesz-e változásokat a természetben?;Kozmikus/természeti érdeklődés otthoni csírája.;Csodálkozás, nyugalom, ritmus.;"SIMONE_CHILD;SIMONE_TODDLER";;"természet; ritmus; szenzoros"
A213;Kis pénzbeszélgetés boltban;4-5 év;Matematika és élet;pénz, választás, valós kontextus;kinti;0;10;bevásárlás, aprópénz vagy bankkártya megfigyelése;A pénz és csere fogalmának hétköznapi, nem szorongáskeltő bevezetése.;Boltban röviden mondd el: „Ezt megvesszük, ezért fizetünk.” Adhatsz egy egyszerű választást adott keretben: két gyümölcs közül melyiket vegyük.;Ne terheld felnőtt pénzügyi gondokkal.;Csak fizetés megfigyelése.;Otthoni bolt-játék valós csomagolásokkal.;Érti-e, hogy a választásnak kerete van?;Valós élethelyzetből induló matematika és felelősség.;Kontroll és határok.;"SIMONE_CHILD;HOME_MATH";;"pénz; matematika; élet"
A214;Testbeszélgetés: privát testrészek és határok;4-5 év;Személyiség és biztonság;testhatárok, nyelv;benti;0;10;életkorhoz illő könyv, nyugodt beszélgetés;Testhatárok, pontos nyelv és biztonságos kommunikáció.;Nyugodt helyzetben, nem ijesztgetve beszéljetek arról, hogy a teste az övé, vannak privát részek, és mindig szólhat, ha valami kellemetlen.;Egyszerű, pontos, szégyen nélküli nyelvet használj.;Csak a test tulajdonlása: „a tested a tiéd”.;Könyv vagy helyzet alapján mélyítés.;Tud-e nemet mondani játékban, kéri-e a privát teret?;Respect, testhatárok, gondozási kultúra.;Biztonság, önvédelem, kapcsolati bizalom.;"SIMONE_CHILD;PARENTING_META";;"testhatárok; személyiség; biztonság"
A215;Könyvkészítés saját témából;4-5 év;Nyelv és projekt;narratíva, rajz, érdeklődés;benti;10;20;összehajtott papír, tűzőgép vagy fonal, ceruzák;Saját érdeklődésből induló nyelvi, rajzos és sorrendi projekt.;Válasszatok egy témát, ami érdekli. Készítsetek 4 oldalas kis könyvet: cím, 2-3 rajz, egyszerű diktált mondatok.;A gyerek tartalma a fontos, nem a szép produktum.;Csak két oldal rajzzal.;Tartalomjegyzék, számozott oldalak, valós fotók.;Kitalál-e sorrendet, visszaolvassa-e saját történetét?;Írás-olvasás előkészítése valós értelemmel.;Önkifejezés és kompetencia.;"SIMONE_CHILD;BOOK_READING_META";;"nyelv; projekt; könyv"
A216;Going out mini: könyvtári küldetés;4-5 év;Társas és tudomány;közösség, tervezés, érdeklődés;kinti;5;30;könyvtár, kis lista képekkel vagy rajzzal;A Montessori going out otthoni, kicsi változata: valós közösségi tanulás.;Válasszon témát, amiről könyvet kerestek. Rajzoljatok kis listát: bemegyünk, keresünk, kölcsönzünk, hazahozzuk. Ő viheti a könyvet.;A keret legyen egyszerű és biztonságos.;Csak közös könyvválasztás.;Ő kérdezhet a könyvtárostól egy előre gyakorolt mondattal.;Részt vesz-e a tervezésben és a társas helyzetben?;Going out, közösségi élet, önállóság.;Felelősség, bátorság, társas kompetencia.;SIMONE_CHILD;;"going out; közösség; nyelv"
A217;Közös családi szabályalkotás egy problémára;4-5 év;Társas és morális fejlődés;megállapodás, szabály, felelősség;benti;5;15;papír, ceruza, egy konkrét visszatérő probléma;A szabályok belsővé válásának támogatása közös megállapodáson keresztül.;Válasszatok egy kis problémát, például játékok széthagyása. Beszéljétek meg, miért gond, és rajzoljatok egy egyszerű közös megállapodást.;"Ne hosszú családi értekezlet legyen; egy probléma, egy megállapodás.";Felnőtt javasol két opciót.;Gyerek javasol megoldást és jelzi képen.;Jobban tartja-e a szabályt, ha részt vett az alkotásban?;Guide-szerep, közös felelősség, nem külső büntetés.;Autonómia, morális fejlődés, közösségi tagság.;"SIMONE_CHILD;SELF_DETERMINATION";;"morális; szabály; társas"
A218;Csendes nagy munka-idő;4-5 év;Koncentráció és EF;mély játék, megszakítás nélküli idő;benti;2;30;választott építő, rajzoló vagy practical life munka;Hosszabb koncentráció és önirányított tevékenység védelme.;"Jelöljetek ki egy 20-30 perces blokkot, amikor nem szakítjátok félbe kérdésekkel. A gyerek választ munkát; te a háttérben saját csendes dolgot végzel.";Ne ellenőrizd folyamatosan a produktumot.;10 perc védett idő.;Hosszabb projekt, amit másnap folytathat.;Mennyi ideig marad benne, mikor kér kapcsolódást?;Montessori munkaciklus otthoni, rugalmas fordítása.;Koncentráció, önirányítás.;"SIMONE_CHILD;LILLARD_BOOK;DIAMOND_EF";;"koncentráció; EF; önállóság"
A219;Érzékeny téma beszélgetőkártya: halál, háború, klíma;5-6 év;Személyiség és világértés;nehéz témák, biztonságos beszéd;benti;5;15;egyszerű könyv vagy rajz, nyugodt idő;Nehéz témák életkori szintű, biztonságos és őszinte feldolgozása.;Ha kérdez, válaszolj röviden, igazat mondva, de nem részletezve túl. Kérdezd meg, mit gondol vagy mit hallott, és adj megnyugtató keretet.;Ne nyiss feleslegesen nagy témát, ha nem ő hozza, de ne is hárítsd.;Egy mondatos válasz és ölelés.;Könyv, rajz vagy családi értékekről beszélgetés.;Mit kérdez valójában: tényt, biztonságot vagy érzelmi megnyugvást?;Respectful communication, gyermek kérdéseinek követése.;Bizalom, világértelmezés, érzelemszabályozás.;"SIMONE_CHILD;PARENTING_META";;"nehéz témák; érzelem; biztonság"
A220;Önálló kis kirándulás-terv szülővel;5-6 év;Társas és EF;tervezés, felelősség, going out;kinti;10;45;papír, ceruza, kis hátizsák;Tervezés, előkészülés és közösségi részvétel gyakorlása.;Válasszatok kicsi célt: pékség, könyvtár, piac. Ő segít eldönteni, mit visztek, merre mentek, mit kérdeztek. A felnőtt tartja a biztonsági keretet.;Kis hatótáv, egy cél.;Csak csomagolási lista.;Ő fizet vagy kér valamit udvarias mondattal.;Emlékszik-e a lépésekre, vállal-e egy részt?;Going out előkészítése, valós közösségi tanulás.;Önállóság, felelősség és társas bátorság.;"SIMONE_CHILD;DIAMOND_EF";;"going out; tervezés; társas"
A221;Családi kultúra: recept és történet;5-6 év;Gyakorlati élet és kultúra;főzés, családi történet, identitás;benti;15;30;egyszerű családi recept, alapanyagok, fotó vagy történet;Practical life, kulturális átadás és családi identitás összekapcsolása.;Készítsetek egy egyszerű családi ételt. Közben meséljétek el, ki készítette régen, mikor szokás enni, milyen emlék kapcsolódik hozzá.;A főzés legyen valódi, a történet rövid és személyes.;Egy alapanyag megmosása/keverése.;Saját receptkártya rajzzal.;Érdeklődik-e a történet és az étel kapcsolata iránt?;Practical life és kultúra valós kontextusban.;Családi tartozás, identitás.;SIMONE_CHILD;;"kultúra; practical life; család"
A222;Döntésnapló két választásról;5-6 év;Személyiség és EF;döntéshozás, önreflexió;benti;5;10;kis füzet vagy papír, ceruza;Döntési tapasztalat és következmények nyugodt megfigyelése.;Egy nap két valódi választást rajzoljatok le: például melyik póló, melyik délutáni tevékenység. Este röviden nézzétek meg, milyen volt a választás.;Ne minősítsd a döntést, csak reflektáljatok.;Egy választás rajzzal.;Következő alkalommal ő javasol opciókat.;Képes-e visszagondolni arra, mit választott és milyen lett?;Autonómia keretek között, önreflexió.;Kontrollérzés, felelősség.;"SIMONE_CHILD;SELF_DRIVEN;SELF_DETERMINATION";;"döntés; autonómia; EF"
A223;Szabad játék után saját rendrakási stratégia;5-6 év;Rend és EF;rendrakás, tervezés, felelősség;benti;2;15;játékok, kosarak vagy polcok;Rendrakás mint saját stratégia, nem külső utasítás.;Nagyobb játék után kérdezd: „Mi lenne az első lépés?” Segíts tervre bontani: nagy darabok, kis darabok, könyvek. Hagyd, hogy ő válassza a sorrendet.;"Ne csak utasítsd; kérj tervet és adj keretet.";Te mondod az első lépést.;Ő készít képes rendrakási sorrendet.;Jobban működik-e, ha ő választ sorrendet?;Rend és prepared environment fenntartása.;Tervezés, felelősség, kompetencia.;"SIMONE_CHILD;DIAMOND_EF";;"rend; EF; önállóság"
A224;Nagy kérdés kosár;5-6 év;Kíváncsiság és tudomány;kérdezés, kutatás, könyvek;benti;5;20;kis kosár, papírcsíkok, ceruza, könyvek;Kíváncsiság tisztelete és kutatási szokás kialakítása.;Ha nagy kérdése van, írjátok vagy rajzoljátok fel egy papírra, tegyétek a kosárba. Hetente válasszatok egyet, és keressetek rá könyvben vagy kiránduláson.;"Ne zárd le rögtön minden válasszal; mutasd, hogy együtt kutattok.";Egy kérdés kirakva a polcra.;Kis füzet saját kérdésekkel és válaszrajzokkal.;Milyen típusú kérdések ismétlődnek?;Kozmikus nevelés előszobája, érdeklődésből tanulás.;Kíváncsiság, önirányított tanulás.;"SIMONE_CHILD;GUIDED_PLAY_META";;"kíváncsiság; tudomány; könyv"
